day,daily_total_supply
2021-07-13T17:00:00+00:00,111192686.894727476998270100000000000000000000
2021-07-13T18:00:00+00:00,111501522.341784887504270100000000000000000000
2021-07-13T19:00:00+00:00,112001257.931353487912270100000000000000000000
2021-07-13T21:00:00+00:00,111654893.449792230679270100000000000000000000
2021-07-14T01:00:00+00:00,109059504.930514874094270100000000000000000000
2021-07-14T02:00:00+00:00,108849827.793578388803270100000000000000000000
2021-07-14T03:00:00+00:00,108839325.644570095798270100000000000000000000
2021-07-14T04:00:00+00:00,107906229.244776616763270100000000000000000000
2021-07-14T05:00:00+00:00,108727515.923253398930270100000000000000000000
2021-07-14T06:00:00+00:00,108172623.050026667694270100000000000000000000
2021-07-14T07:00:00+00:00,108302267.158975279945270100000000000000000000
2021-07-14T08:00:00+00:00,108362891.438828061938270100000000000000000000
2021-07-14T09:00:00+00:00,108241814.849700988292270100000000000000000000
2021-07-14T10:00:00+00:00,111732530.213122673096270100000000000000000000
2021-07-14T13:00:00+00:00,114525950.965615140279270100000000000000000000
2021-07-14T14:00:00+00:00,115150177.497114832117270100000000000000000000
2021-07-14T15:00:00+00:00,115124231.608868577586270100000000000000000000
2021-07-14T17:00:00+00:00,115017811.235438305462270100000000000000000000
2021-07-14T18:00:00+00:00,116756621.687039578254270100000000000000000000
2021-07-14T23:00:00+00:00,117167348.324722995113270100000000000000000000
2021-07-15T01:00:00+00:00,116749050.994639581395270100000000000000000000
2021-07-15T02:00:00+00:00,116746127.036307878042535700000000000000000000
2021-07-15T03:00:00+00:00,116785700.272914414124535700000000000000000000
2021-07-15T04:00:00+00:00,116571022.175756074447535700000000000000000000
2021-07-15T06:00:00+00:00,116572022.206701669573816300000000000000000000
2021-07-15T07:00:00+00:00,119815062.187420433336816300000000000000000000
2021-07-15T09:00:00+00:00,119518472.738650199742816300000000000000000000
2021-07-15T12:00:00+00:00,119504395.264581668528816300000000000000000000
2021-07-15T16:00:00+00:00,119540965.661277398233816300000000000000000000
2021-07-15T17:00:00+00:00,119511020.877758803506816300000000000000000000
2021-07-15T19:00:00+00:00,119516054.635575878547102900000000000000000000
2021-07-15T20:00:00+00:00,119216613.185717663739102900000000000000000000
2021-07-15T21:00:00+00:00,119100863.795861290433102900000000000000000000
2021-07-15T23:00:00+00:00,119125661.327941684665102900000000000000000000
2021-07-16T00:00:00+00:00,118626576.197984778428102900000000000000000000
2021-07-16T01:00:00+00:00,118431802.545240178153102900000000000000000000
2021-07-16T03:00:00+00:00,118493368.907355916306102900000000000000000000
2021-07-16T04:00:00+00:00,118319484.564205205482102900000000000000000000
2021-07-16T06:00:00+00:00,118315491.441701793290865200000000000000000000
2021-07-16T07:00:00+00:00,119325298.301756396417865200000000000000000000
2021-07-16T11:00:00+00:00,139260066.705317028130865200000000000000000000
2021-07-16T12:00:00+00:00,139169720.436669011162865200000000000000000000
2021-07-16T13:00:00+00:00,140782545.480566066466865200000000000000000000
2021-07-16T14:00:00+00:00,140785929.879825888954927300000000000000000000
2021-07-16T16:00:00+00:00,139876067.957680818459927300000000000000000000
2021-07-16T17:00:00+00:00,140856247.947708657820927300000000000000000000
2021-07-16T19:00:00+00:00,140858499.373548943881480100000000000000000000
2021-07-16T23:00:00+00:00,141681806.029940798181480100000000000000000000
2021-07-17T02:00:00+00:00,141533674.310767285456480100000000000000000000
2021-07-17T04:00:00+00:00,141205569.323182251580480100000000000000000000
2021-07-17T08:00:00+00:00,143870244.110138689938480100000000000000000000
2021-07-17T09:00:00+00:00,144019830.217687357519480100000000000000000000
2021-07-17T10:00:00+00:00,144029802.576242542621654700000000000000000000
2021-07-17T11:00:00+00:00,144378049.782297984224654700000000000000000000
2021-07-17T14:00:00+00:00,144378249.286056413464890500000000000000000000
2021-07-17T17:00:00+00:00,144393495.055868062947890500000000000000000000
2021-07-17T21:00:00+00:00,144396487.345034890713285300000000000000000000
2021-07-17T22:00:00+00:00,144969405.147526869311285300000000000000000000
2021-07-17T23:00:00+00:00,145271729.169807580093285300000000000000000000
2021-07-18T01:00:00+00:00,145481934.385476394943285300000000000000000000
2021-07-18T09:00:00+00:00,145269530.935801637469285300000000000000000000
2021-07-18T10:00:00+00:00,145448873.837617579955285300000000000000000000
2021-07-18T13:00:00+00:00,145445877.295432911115627300000000000000000000
2021-07-18T14:00:00+00:00,145693390.244753396148627300000000000000000000
2021-07-18T16:00:00+00:00,145768233.563790400861627300000000000000000000
2021-07-18T18:00:00+00:00,145754148.977693808196627300000000000000000000
2021-07-18T21:00:00+00:00,145740177.374645287035627300000000000000000000
2021-07-18T23:00:00+00:00,145794618.885414444576627300000000000000000000
2021-07-19T02:00:00+00:00,145547105.936093959543627300000000000000000000
2021-07-19T03:00:00+00:00,145566441.975329148187627300000000000000000000
2021-07-19T05:00:00+00:00,145720674.107020303391627300000000000000000000
2021-07-19T06:00:00+00:00,145700714.701388047870627300000000000000000000
2021-07-19T07:00:00+00:00,145760455.213534920953627300000000000000000000
2021-07-19T09:00:00+00:00,145758207.791893855997963100000000000000000000
2021-07-19T10:00:00+00:00,145659608.829436571115963100000000000000000000
2021-07-19T11:00:00+00:00,144729303.939563673525963100000000000000000000
2021-07-19T12:00:00+00:00,144606827.506439734036963100000000000000000000
2021-07-19T13:00:00+00:00,144633530.935577633231963100000000000000000000
2021-07-19T14:00:00+00:00,144557822.961984020545963100000000000000000000
2021-07-19T16:00:00+00:00,144552832.937487360049925600000000000000000000
2021-07-19T18:00:00+00:00,144623709.828096143705925600000000000000000000
2021-07-19T20:00:00+00:00,143822643.325418097216925600000000000000000000
2021-07-20T00:00:00+00:00,145929645.334993445385925600000000000000000000
2021-07-20T01:00:00+00:00,143513624.299540302585925600000000000000000000
2021-07-20T03:00:00+00:00,144443308.873332679838925600000000000000000000
2021-07-20T07:00:00+00:00,144441865.757075890575055900000000000000000000
2021-07-20T09:00:00+00:00,144085164.349193519031055900000000000000000000
2021-07-20T11:00:00+00:00,144096242.357182765207055900000000000000000000
2021-07-20T12:00:00+00:00,144098508.680282098695364400000000000000000000
2021-07-20T13:00:00+00:00,144056205.177236016347364400000000000000000000
2021-07-20T14:00:00+00:00,144056354.789485707926005000000000000000000000
2021-07-20T15:00:00+00:00,144068024.012946374760005000000000000000000000
2021-07-20T18:00:00+00:00,143467493.347497930272005000000000000000000000
2021-07-20T19:00:00+00:00,143467593.144047190821884800000000000000000000
2021-07-20T22:00:00+00:00,146749605.250396690248884800000000000000000000
2021-07-20T23:00:00+00:00,146715558.244722958467884800000000000000000000
2021-07-21T00:00:00+00:00,146716545.662765910450042800000000000000000000
2021-07-21T01:00:00+00:00,145827476.362441840117042800000000000000000000
2021-07-21T02:00:00+00:00,145827476.362441840117042800000000000000000000
2021-07-21T03:00:00+00:00,145835151.812444388233167400000000000000000000
2021-07-21T06:00:00+00:00,144956180.105558010108167400000000000000000000
2021-07-21T09:00:00+00:00,144980281.885595894480167400000000000000000000
2021-07-21T11:00:00+00:00,145109938.590908245785167400000000000000000000
2021-07-21T12:00:00+00:00,144955706.459217090581167400000000000000000000
2021-07-21T13:00:00+00:00,143214660.210680582108167400000000000000000000
2021-07-21T14:00:00+00:00,143852291.449099071706167400000000000000000000
2021-07-21T15:00:00+00:00,143832309.696163387829167400000000000000000000
2021-07-21T16:00:00+00:00,143830392.013325834883359000000000000000000000
2021-07-21T17:00:00+00:00,143930048.419879056560359000000000000000000000
2021-07-21T20:00:00+00:00,143909328.334937419066359000000000000000000000
2021-07-21T21:00:00+00:00,144418373.490223313786359000000000000000000000
2021-07-21T22:00:00+00:00,146615106.601979477552359000000000000000000000
2021-07-22T02:00:00+00:00,146782861.077615180032359000000000000000000000
2021-07-22T05:00:00+00:00,146777867.214249566479107600000000000000000000
2021-07-22T06:00:00+00:00,146496528.188559709600107600000000000000000000
2021-07-22T09:00:00+00:00,146456610.758585984900107600000000000000000000
2021-07-22T11:00:00+00:00,146164731.556076684756107600000000000000000000
2021-07-22T14:00:00+00:00,146163204.260866270925705900000000000000000000
2021-07-22T19:00:00+00:00,146063622.366371982072705900000000000000000000
2021-07-23T04:00:00+00:00,146688365.236066195108705900000000000000000000
2021-07-23T13:00:00+00:00,146569369.726201881864705900000000000000000000
2021-07-23T17:00:00+00:00,146483957.422714958125705900000000000000000000
2021-07-23T18:00:00+00:00,145063967.086407286553705900000000000000000000
2021-07-23T19:00:00+00:00,145064457.036364097278519200000000000000000000
2021-07-23T20:00:00+00:00,146261290.625120290533519200000000000000000000
2021-07-24T06:00:00+00:00,146261565.102204241571615400000000000000000000
2021-07-24T15:00:00+00:00,146501125.278391075872615400000000000000000000
2021-07-24T16:00:00+00:00,146699990.759000699496615400000000000000000000
2021-07-24T17:00:00+00:00,146699690.759000699497615400000000000000000000
2021-07-24T23:00:00+00:00,146718373.585961843803615400000000000000000000
2021-07-25T04:00:00+00:00,146716160.224795998982095900000000000000000000
2021-07-25T05:00:00+00:00,146720999.268438674118366900000000000000000000
2021-07-25T09:00:00+00:00,147663783.581930390167366900000000000000000000
2021-07-25T10:00:00+00:00,147669598.759929698975886100000000000000000000
2021-07-25T12:00:00+00:00,147380283.524503193034886100000000000000000000
2021-07-25T14:00:00+00:00,147130797.965606446958886100000000000000000000
2021-07-25T17:00:00+00:00,147132792.567915803313492000000000000000000000
2021-07-25T18:00:00+00:00,147248792.576540344759492000000000000000000000
2021-07-25T21:00:00+00:00,147378867.038919115834492000000000000000000000
2021-07-25T22:00:00+00:00,147378592.561835164796395800000000000000000000
2021-07-26T05:00:00+00:00,147378161.171142711103468100000000000000000000
2021-07-26T06:00:00+00:00,147459467.041090880153468100000000000000000000
2021-07-26T07:00:00+00:00,147458469.094734495945990600000000000000000000
2021-07-26T09:00:00+00:00,147458548.852322268430748800000000000000000000
2021-07-26T10:00:00+00:00,143455578.466016519832748800000000000000000000
2021-07-26T11:00:00+00:00,143834937.785680401727748800000000000000000000
2021-07-26T12:00:00+00:00,144333529.901991503168748800000000000000000000
2021-07-26T13:00:00+00:00,143642185.466527637284748800000000000000000000
2021-07-26T14:00:00+00:00,139239546.223083858464748800000000000000000000
2021-07-26T19:00:00+00:00,139908446.001179763252748800000000000000000000
2021-07-26T22:00:00+00:00,139903456.916869763492859300000000000000000000
2021-07-27T00:00:00+00:00,139893534.128587844813611400000000000000000000
2021-07-27T07:00:00+00:00,139801429.174473771158611400000000000000000000
2021-07-27T09:00:00+00:00,139771494.280257035926611400000000000000000000
2021-07-27T12:00:00+00:00,139791713.975311061030611400000000000000000000
2021-07-27T15:00:00+00:00,140789561.562929012540611400000000000000000000
2021-07-27T19:00:00+00:00,141065776.475426320462611400000000000000000000
2021-07-27T20:00:00+00:00,140655049.837742903603611400000000000000000000
2021-07-27T21:00:00+00:00,140508777.116130876245611400000000000000000000
2021-07-28T02:00:00+00:00,140808813.938731896856611400000000000000000000
2021-07-28T03:00:00+00:00,140808858.811038811278406800000000000000000000
2021-07-28T04:00:00+00:00,140805107.844017975176538300000000000000000000
2021-07-28T06:00:00+00:00,140805556.891824389398379100000000000000000000
2021-07-28T10:00:00+00:00,141199077.847460914334379100000000000000000000
2021-07-28T11:00:00+00:00,141099297.215705503062379100000000000000000000
2021-07-28T13:00:00+00:00,141001022.419433003223379100000000000000000000
2021-07-28T15:00:00+00:00,148989330.504689738178379100000000000000000000
2021-07-28T20:00:00+00:00,148991904.080734317120202800000000000000000000
2021-07-28T22:00:00+00:00,148991405.429465958663246700000000000000000000
2021-07-28T23:00:00+00:00,148992901.182343940981001000000000000000000000
2021-07-29T01:00:00+00:00,148994574.032587990564666100000000000000000000
2021-07-29T02:00:00+00:00,148483179.490532587936666100000000000000000000
2021-07-29T05:00:00+00:00,148483199.275006167194938300000000000000000000
2021-07-29T06:00:00+00:00,148512466.736686638855938300000000000000000000
2021-07-29T10:00:00+00:00,148512467.715056174515444985000000000000000000
2021-07-29T12:00:00+00:00,148527433.214310295208444985000000000000000000
2021-07-29T15:00:00+00:00,148603501.750924532831444985000000000000000000
2021-07-29T20:00:00+00:00,148717230.288081026453444985000000000000000000
2021-07-29T21:00:00+00:00,149248018.387192069098444985000000000000000000
2021-07-30T01:00:00+00:00,149314500.752551374517444985000000000000000000
2021-07-30T02:00:00+00:00,149364401.336240378602444985000000000000000000
2021-07-30T04:00:00+00:00,143374829.684112251915444985000000000000000000
2021-07-30T05:00:00+00:00,143376824.293361367788880885000000000000000000
2021-07-30T06:00:00+00:00,143379807.972800127046775885000000000000000000
2021-07-30T08:00:00+00:00,143441319.073760383393775885000000000000000000
2021-07-30T12:00:00+00:00,143444330.037313593960849385000000000000000000
2021-07-30T13:00:00+00:00,143582407.127353396538849385000000000000000000
2021-07-30T16:00:00+00:00,143582691.993812240199358685000000000000000000
2021-07-30T18:00:00+00:00,137554979.400295210475358685000000000000000000
2021-07-30T23:00:00+00:00,137555907.640297546996340885000000000000000000
2021-07-31T02:00:00+00:00,137519189.605607893272340885000000000000000000
2021-07-31T05:00:00+00:00,137526892.975179535426262285000000000000000000
2021-07-31T07:00:00+00:00,137726334.594317956789262285000000000000000000
2021-07-31T10:00:00+00:00,137727331.856313633624467285000000000000000000
2021-07-31T11:00:00+00:00,137727346.814338211837820785000000000000000000
2021-07-31T14:00:00+00:00,137589269.724298409259820785000000000000000000
2021-07-31T15:00:00+00:00,137589868.051032972560772285000000000000000000
2021-08-01T02:00:00+00:00,137604818.019910203928772285000000000000000000
2021-08-01T07:00:00+00:00,137651980.706754228631772285000000000000000000
2021-08-01T09:00:00+00:00,137554188.921093669491772285000000000000000000
2021-08-01T13:00:00+00:00,137561384.489950194522533285000000000000000000
2021-08-01T14:00:00+00:00,137611426.924928769607533285000000000000000000
2021-08-01T16:00:00+00:00,137611477.960049547757660685000000000000000000
2021-08-01T21:00:00+00:00,137212322.588047246153660685000000000000000000
2021-08-02T02:00:00+00:00,137223342.946044995620660685000000000000000000
2021-08-02T05:00:00+00:00,137188413.945608432568660685000000000000000000
2021-08-02T08:00:00+00:00,137178413.566311481977067685000000000000000000
2021-08-02T15:00:00+00:00,137178613.160055137504124785000000000000000000
2021-08-02T17:00:00+00:00,138674791.749116408461124785000000000000000000
2021-08-02T20:00:00+00:00,138685769.998092536921124785000000000000000000
2021-08-02T22:00:00+00:00,138536086.127932844173124785000000000000000000
2021-08-03T08:00:00+00:00,138518139.357697014578124785000000000000000000
2021-08-03T11:00:00+00:00,138617848.544717458928124785000000000000000000
2021-08-03T15:00:00+00:00,139406399.286519036706124785000000000000000000
2021-08-03T21:00:00+00:00,139442892.493035756349124785000000000000000000
2021-08-04T00:00:00+00:00,139464576.481411096116124785000000000000000000
2021-08-04T03:00:00+00:00,139463993.901934512966269485000000000000000000
2021-08-04T04:00:00+00:00,140986805.816013092759269485000000000000000000
2021-08-04T09:00:00+00:00,140996779.864091597260859885000000000000000000
2021-08-04T10:00:00+00:00,140996580.273174793337753885000000000000000000
2021-08-04T12:00:00+00:00,140896784.486750605163753885000000000000000000
2021-08-04T14:00:00+00:00,140996561.498546728650753885000000000000000000
2021-08-04T16:00:00+00:00,140974877.510171388883753885000000000000000000
2021-08-04T18:00:00+00:00,142985621.321125204853753885000000000000000000
2021-08-04T20:00:00+00:00,144998453.130941788031753885000000000000000000
2021-08-04T22:00:00+00:00,146956236.753375271553753885000000000000000000
2021-08-05T04:00:00+00:00,147065938.485198396149753885000000000000000000
2021-08-05T08:00:00+00:00,147368988.612797198392753885000000000000000000
2021-08-05T09:00:00+00:00,147468768.269411080005753885000000000000000000
2021-08-05T12:00:00+00:00,145471670.102752383624753885000000000000000000
2021-08-05T14:00:00+00:00,145421795.002597441853753885000000000000000000
2021-08-05T16:00:00+00:00,146381988.581379771669753885000000000000000000
2021-08-05T19:00:00+00:00,146272286.849556647073753885000000000000000000
2021-08-05T21:00:00+00:00,146272074.744973307927302685000000000000000000
2021-08-06T01:00:00+00:00,146338888.873584402026302685000000000000000000
2021-08-06T02:00:00+00:00,149830716.449222018957302685000000000000000000
2021-08-06T05:00:00+00:00,149819738.200245890497302685000000000000000000
2021-08-06T06:00:00+00:00,149828801.506327470493657085000000000000000000
2021-08-06T08:00:00+00:00,149838775.184203117682497085000000000000000000
2021-08-06T12:00:00+00:00,149866847.750874254564497085000000000000000000
2021-08-06T13:00:00+00:00,149836907.011829712340497085000000000000000000
2021-08-06T19:00:00+00:00,150045258.518373081643497085000000000000000000
2021-08-07T02:00:00+00:00,150047527.345127547429781885000000000000000000
2021-08-07T05:00:00+00:00,149997631.754618711554781885000000000000000000
2021-08-07T09:00:00+00:00,149890289.055828980769781885000000000000000000
2021-08-07T11:00:00+00:00,149614074.143331672847781885000000000000000000
2021-08-07T18:00:00+00:00,149115071.442968642879781885000000000000000000
2021-08-07T22:00:00+00:00,149157997.069740006720781885000000000000000000
2021-08-07T23:00:00+00:00,149150321.619737458604657285000000000000000000
2021-08-08T00:00:00+00:00,145608620.313821204055657285000000000000000000
2021-08-08T10:00:00+00:00,145609615.891687907316512385000000000000000000
2021-08-08T16:00:00+00:00,145643421.829568590101512385000000000000000000
2021-08-08T22:00:00+00:00,145747507.410273481779512385000000000000000000
2021-08-09T13:00:00+00:00,145747507.410273481779512385000000000000000000
2021-08-10T06:00:00+00:00,145747564.498434869721465185000000000000000000
2021-08-10T11:00:00+00:00,145747600.211911429357692385000000000000000000
2021-08-10T16:00:00+00:00,145947890.970602801377692385000000000000000000
2021-08-10T17:00:00+00:00,145855100.372727060574692385000000000000000000
2021-08-11T05:00:00+00:00,145843687.828533146173692385000000000000000000
2021-08-11T06:00:00+00:00,146689589.427111677881692385000000000000000000
2021-08-11T07:00:00+00:00,146769059.763887530480692385000000000000000000
2021-08-11T08:00:00+00:00,146748096.183515429431692385000000000000000000
2021-08-11T09:00:00+00:00,146768049.389089326821692385000000000000000000
2021-08-11T11:00:00+00:00,147017892.330974934526692385000000000000000000
2021-08-11T15:00:00+00:00,147018391.247959892815862585000000000000000000
2021-08-11T18:00:00+00:00,147971713.623753964256862585000000000000000000
2021-08-11T19:00:00+00:00,147954467.587559072668862585000000000000000000
2021-08-11T20:00:00+00:00,147943612.652130620441862585000000000000000000
2021-08-11T21:00:00+00:00,148173092.217102947883862585000000000000000000
2021-08-11T23:00:00+00:00,148560689.803324546438862585000000000000000000
2021-08-12T01:00:00+00:00,148948028.459604780958862585000000000000000000
2021-08-12T06:00:00+00:00,148960560.794007868596862585000000000000000000
2021-08-12T09:00:00+00:00,149110219.033996182540862585000000000000000000
2021-08-12T12:00:00+00:00,149115158.023584015447403785000000000000000000
2021-08-12T15:00:00+00:00,149148360.786176454356403785000000000000000000
2021-08-12T20:00:00+00:00,149166320.629070403829403785000000000000000000
2021-08-12T21:00:00+00:00,149176076.277481392833307685000000000000000000
2021-08-12T22:00:00+00:00,161863903.723105085151307685000000000000000000
2021-08-13T05:00:00+00:00,161865899.553857642774052985000000000000000000
2021-08-13T10:00:00+00:00,161896036.835550329821052985000000000000000000
2021-08-13T11:00:00+00:00,161895546.885593519096239685000000000000000000
2021-08-13T13:00:00+00:00,161845646.301904515011239685000000000000000000
2021-08-13T16:00:00+00:00,161847240.329092937916958785000000000000000000
2021-08-13T21:00:00+00:00,161857210.858003080379143985000000000000000000
2021-08-13T22:00:00+00:00,167078079.647554622156143985000000000000000000
2021-08-14T02:00:00+00:00,167094226.065475499485143985000000000000000000
2021-08-14T03:00:00+00:00,167086845.989580493740299885000000000000000000
2021-08-14T04:00:00+00:00,167092032.039525891176731385000000000000000000
2021-08-14T15:00:00+00:00,167141427.669250357931731385000000000000000000
2021-08-14T16:00:00+00:00,167139847.938725058159970185000000000000000000
2021-08-14T17:00:00+00:00,167198848.702302733918970185000000000000000000
2021-08-14T22:00:00+00:00,167201325.241962278681588585000000000000000000
2021-08-15T09:00:00+00:00,167249652.598952242668588585000000000000000000
2021-08-15T14:00:00+00:00,167237296.166392262713588585000000000000000000
2021-08-15T15:00:00+00:00,167198442.540841727618588585000000000000000000
2021-08-16T01:00:00+00:00,167266240.330738054337588585000000000000000000
2021-08-16T05:00:00+00:00,167258536.961166412183667185000000000000000000
2021-08-16T06:00:00+00:00,167163757.791422342952667185000000000000000000
2021-08-16T09:00:00+00:00,167164057.016503359526170185000000000000000000
2021-08-16T10:00:00+00:00,167064262.250884978487170185000000000000000000
2021-08-16T12:00:00+00:00,167099184.681901373641170185000000000000000000
2021-08-16T14:00:00+00:00,166398766.273880675804170185000000000000000000
2021-08-16T17:00:00+00:00,167385850.275737447276170185000000000000000000
2021-08-16T19:00:00+00:00,167495525.515821469824170185000000000000000000
2021-08-17T03:00:00+00:00,167495583.011159130701594185000000000000000000
2021-08-17T07:00:00+00:00,167695074.815470027357594185000000000000000000
2021-08-17T08:00:00+00:00,167711034.721022537577594185000000000000000000
2021-08-17T09:00:00+00:00,171700218.611431853696594185000000000000000000
2021-08-17T10:00:00+00:00,171703210.016639898203975985000000000000000000
2021-08-17T18:00:00+00:00,172267304.748790391429975985000000000000000000
2021-08-17T21:00:00+00:00,172290426.610418347288975985000000000000000000
2021-08-17T22:00:00+00:00,172326073.996788985951975985000000000000000000
2021-08-17T23:00:00+00:00,172318878.427932460921214985000000000000000000
2021-08-18T06:00:00+00:00,172336224.771702620754214985000000000000000000
2021-08-18T11:00:00+00:00,172339286.073857228599495885000000000000000000
2021-08-18T15:00:00+00:00,172349928.067153475520495885000000000000000000
2021-08-18T16:00:00+00:00,172457922.631216746041495885000000000000000000
2021-08-18T18:00:00+00:00,172422992.780930266204495885000000000000000000
2021-08-18T19:00:00+00:00,172498924.523453135311495885000000000000000000
2021-08-18T23:00:00+00:00,172499134.474554645082732685000000000000000000
2021-08-19T05:00:00+00:00,172529048.722409432661732685000000000000000000
2021-08-19T10:00:00+00:00,172329490.175909686713732685000000000000000000
2021-08-19T14:00:00+00:00,172395908.068335080245732685000000000000000000
2021-08-19T21:00:00+00:00,172399776.123089526309710185000000000000000000
2021-08-20T00:00:00+00:00,172399987.180788594467528085000000000000000000
2021-08-20T10:00:00+00:00,172432894.888021102297528085000000000000000000
2021-08-20T12:00:00+00:00,172432944.754218478596730785000000000000000000
2021-08-20T17:00:00+00:00,172385050.745582222748730785000000000000000000
2021-08-20T18:00:00+00:00,172434939.202566715976730785000000000000000000
2021-08-20T20:00:00+00:00,172240166.561691184110730785000000000000000000
2021-08-20T23:00:00+00:00,172230182.908339602348762085000000000000000000
2021-08-21T06:00:00+00:00,172030585.284546034624762085000000000000000000
2021-08-21T08:00:00+00:00,171117869.557356408817762085000000000000000000
2021-08-21T09:00:00+00:00,171120830.925880227660271385000000000000000000
2021-08-21T10:00:00+00:00,170995587.834021896735271385000000000000000000
2021-08-21T11:00:00+00:00,171171092.324472354160271385000000000000000000
2021-08-21T12:00:00+00:00,171162866.213813825477724385000000000000000000
2021-08-21T13:00:00+00:00,171163250.875008507175006785000000000000000000
2021-08-21T14:00:00+00:00,171063470.605634407450006785000000000000000000
2021-08-21T16:00:00+00:00,171060124.575915906910215085000000000000000000
2021-08-21T23:00:00+00:00,171064207.541112533173946185000000000000000000
2021-08-22T05:00:00+00:00,171072289.171880917306288485000000000000000000
2021-08-22T06:00:00+00:00,170573582.473520000145288485000000000000000000
2021-08-22T13:00:00+00:00,171371747.007117323044288485000000000000000000
2021-08-22T15:00:00+00:00,155841625.868289714800288485000000000000000000
2021-08-22T17:00:00+00:00,155846614.267359238620712285000000000000000000
2021-08-22T18:00:00+00:00,156048509.091139296983712285000000000000000000
2021-08-22T19:00:00+00:00,156183092.136670178077712285000000000000000000
2021-08-23T02:00:00+00:00,156184089.296717778978655085000000000000000000
2021-08-23T03:00:00+00:00,156568657.759258439501655085000000000000000000
2021-08-23T11:00:00+00:00,156079565.063845242814655085000000000000000000
2021-08-23T12:00:00+00:00,156099508.186247080540655085000000000000000000
2021-08-23T15:00:00+00:00,156088487.828249331073655085000000000000000000
2021-08-24T05:00:00+00:00,156188217.182465102912655085000000000000000000
2021-08-24T07:00:00+00:00,156537309.707400979104655085000000000000000000
2021-08-24T16:00:00+00:00,156507374.765221790821655085000000000000000000
2021-08-24T23:00:00+00:00,156012407.078507124777655085000000000000000000
2021-08-25T02:00:00+00:00,156141811.939027986295655085000000000000000000
2021-08-25T11:00:00+00:00,156146944.745041648112067485000000000000000000
2021-08-25T15:00:00+00:00,156156927.137488438302920685000000000000000000
2021-08-25T19:00:00+00:00,156963555.768085911157920685000000000000000000
2021-08-25T22:00:00+00:00,157013340.764077117181920685000000000000000000
2021-08-26T06:00:00+00:00,157926055.766646934771920685000000000000000000
2021-08-26T13:00:00+00:00,157850855.274875251436920685000000000000000000
2021-08-26T15:00:00+00:00,157853848.351474078817988385000000000000000000
2021-08-26T18:00:00+00:00,157868813.724665475957988385000000000000000000
2021-08-26T19:00:00+00:00,157868813.724665475957988385000000000000000000
2021-08-27T03:00:00+00:00,157892340.436619489016988385000000000000000000
2021-08-27T05:00:00+00:00,157887154.386674091580556885000000000000000000
2021-08-27T07:00:00+00:00,157885159.784612401000826085000000000000000000
2021-08-27T08:00:00+00:00,158483427.618297607664826085000000000000000000
2021-08-27T10:00:00+00:00,158283815.120418397897826085000000000000000000
2021-08-27T15:00:00+00:00,157685547.286733191233826085000000000000000000
2021-08-28T10:00:00+00:00,157487113.415082009145826085000000000000000000
2021-08-28T12:00:00+00:00,157500056.761996634672826085000000000000000000
2021-08-28T16:00:00+00:00,157460137.811752492683826085000000000000000000
2021-08-28T21:00:00+00:00,157619760.342721809834826085000000000000000000
2021-08-29T12:00:00+00:00,157719777.769935409114826085000000000000000000
2021-08-30T09:00:00+00:00,157720760.137378269670849685000000000000000000
2021-08-30T15:00:00+00:00,157671488.582367284007849685000000000000000000
2021-08-30T16:00:00+00:00,156175309.993306013050849685000000000000000000
2021-08-31T03:00:00+00:00,156173648.265864212787181585000000000000000000
2021-08-31T10:00:00+00:00,156421496.513988551342181585000000000000000000
2021-08-31T12:00:00+00:00,156228892.086108021434181585000000000000000000
2021-09-01T04:00:00+00:00,156206440.739445126834181585000000000000000000
2021-09-01T06:00:00+00:00,156006964.937826913590181585000000000000000000
2021-09-01T09:00:00+00:00,156117330.193173373719181585000000000000000000
2021-09-01T11:00:00+00:00,156127302.201372648186800385000000000000000000
2021-09-01T15:00:00+00:00,166097410.652150670694800385000000000000000000
2021-09-01T21:00:00+00:00,165849660.287731260544800385000000000000000000
2021-09-02T01:00:00+00:00,166564535.664968818000800385000000000000000000
2021-09-02T04:00:00+00:00,166569022.744887200243865285000000000000000000
2021-09-02T06:00:00+00:00,166570765.511134240202226585000000000000000000
2021-09-02T07:00:00+00:00,169611853.642731374023226585000000000000000000
2021-09-02T08:00:00+00:00,169607366.562812991780161685000000000000000000
2021-09-02T14:00:00+00:00,169906481.826058898771161685000000000000000000
2021-09-02T15:00:00+00:00,169925008.665269118031161685000000000000000000
2021-09-02T16:00:00+00:00,164967895.308858907064161685000000000000000000
2021-09-02T19:00:00+00:00,167709643.091400242772161685000000000000000000
2021-09-02T21:00:00+00:00,169316422.304333186370161685000000000000000000
2021-09-03T02:00:00+00:00,169318721.175988624555198185000000000000000000
2021-09-03T06:00:00+00:00,169291280.850184784245198185000000000000000000
2021-09-03T16:00:00+00:00,169304607.650787914239198185000000000000000000
2021-09-03T20:00:00+00:00,171305138.226134654701198185000000000000000000
2021-09-04T07:00:00+00:00,171589465.466731037616198185000000000000000000
2021-09-04T10:00:00+00:00,171866244.330314209760198185000000000000000000
2021-09-04T23:00:00+00:00,172863320.608397829542198185000000000000000000
2021-09-05T11:00:00+00:00,172876308.766155661134198185000000000000000000
2021-09-05T19:00:00+00:00,170423218.047604330552198185000000000000000000
2021-09-05T22:00:00+00:00,170431842.066364888408299685000000000000000000
2021-09-06T00:00:00+00:00,168421098.255411072438299685000000000000000000
