Block,Date,UST Price,UST TVL,MIM Price,MIM TVL,EURS Price,EURS TVL,FRAX Price,FRAX TVL,USDN Price,USDN TVL,mUSD Price,mUSD TVL,USDP Price,USDP TVL,IronBank Price,IronBank TVL,sUSD Price,sUSD TVL,alUSD Price,alUSD TVL
13727153,2021-12-02 11:43:23,0,0,1.0576,37143188,1.0818,25026700,1.0862,44033912,1.1287,76315204,1.0662,7800933,1.081,9821652,1.1318,194147336,1.1068,2269889,1.0756,32658018
13733614,2021-12-03 12:31:43,0,0,1.0576,35043425,1.0818,24919516,1.0862,44184985,1.1287,76188618,1.0662,7800993,1.081,8701270,1.1323,193880319,1.1069,2270050,1.0756,32584676
13740075,2021-12-04 13:34:08,0,0,1.0577,34960116,1.0829,24946047,1.0878,44220284,1.1288,74967342,1.0662,7801119,1.0811,8693358,1.1325,192515448,1.1069,2258902,1.0757,32585269
13746536,2021-12-05 14:17:07,0,0,1.0577,35260248,1.0829,24739304,1.0878,44190137,1.1297,75682765,1.0662,7801202,1.0811,8708102,1.1329,194104243,1.1069,2258931,1.0776,32771780
13752997,2021-12-06 15:08:08,0,0,1.0577,35210761,1.0829,24317487,1.0878,44159377,1.1297,75629593,1.0662,7785560,1.0864,8751923,1.1334,194205343,1.107,2251080,1.0776,32720294
13759458,2021-12-07 16:04:18,0,0,1.0602,35234335,1.0829,24264133,1.0878,44159649,1.1297,74953931,1.0662,7785589,1.0864,8751969,1.1336,194706373,1.107,2251159,1.0776,32720468
13765919,2021-12-08 16:49:12,0,0,1.0602,33850217,1.0829,24176918,1.0891,43610058,1.1316,74943860,1.0662,7783493,1.0864,8750924,1.1339,194632258,1.1071,2251279,1.0776,32720568
13772380,2021-12-09 17:33:00,0,0,1.0602,33845506,1.0844,24198878,1.0898,43702019,1.1316,74710064,1.0662,7783537,1.0864,8748411,1.1344,194893704,1.1071,2249945,1.0776,32715757
13778841,2021-12-10 17:49:43,0,0,1.0602,53403584,1.0844,24245706,1.0898,43693990,1.1316,74951516,1.0662,7783572,1.0864,8578609,1.1348,195105656,1.1072,2250087,1.0776,32715948
13785302,2021-12-11 17:49:43,0,0,1.0602,53399563,1.0844,24219513,1.0899,43630798,1.1326,74938054,1.0662,7783592,1.0864,8579125,1.1348,192146676,1.1072,2250109,1.0792,32720833
13791763,2021-12-12 17:48:19,0,0,1.0611,53430830,1.0844,24210855,1.0899,43568342,1.1326,74691893,1.0662,7783711,1.0864,8582354,1.1351,192536865,1.1072,2286102,1.0792,32816140
13798224,2021-12-13 17:28:33,0,0,1.0612,53455390,1.0844,24205956,1.0916,43666956,1.1326,74696316,1.0663,7783763,1.0864,8582573,1.1356,183883809,1.1072,2280232,1.0792,32816319
13804685,2021-12-14 17:38:57,0,0,1.0612,53483056,1.0844,24205976,1.0916,43659985,1.1337,62374501,1.0723,7849994,1.0864,8582635,1.1356,184079368,1.1073,2280357,1.0792,32816549
13811146,2021-12-15 17:45:13,0,0,1.0612,53456314,1.0844,24200909,1.0916,43499268,1.1342,62312414,1.0723,7804839,1.0864,8582891,1.1361,213631883,1.1073,2280389,1.0792,32727808
13817607,2021-12-16 17:46:34,0,0,1.0612,54045841,1.0844,24125839,1.0916,43499497,1.1343,72415481,1.0723,7656624,1.0864,8575520,1.1363,233402416,1.1073,2280406,1.0792,32728905
13824068,2021-12-17 17:54:45,0,0,1.0627,67411364,1.0844,24119675,1.0934,42910580,1.1353,72128692,1.0723,7635520,1.091,8621521,1.1367,247040729,1.1073,2279091,1.0808,32694870
13830529,2021-12-18 17:43:24,0,0,1.063,67749091,1.0844,24083615,1.0934,42910006,1.1353,72183479,1.0723,7635549,1.091,8621308,1.1367,247335548,1.1073,2285331,1.0808,32690174
13836990,2021-12-19 17:40:35,0,0,1.063,68024240,1.0844,23996014,1.0939,46630598,1.1353,73066745,1.0723,7616555,1.091,8620296,1.1371,247452915,1.1237,2334879,1.0808,32690335
13843451,2021-12-20 17:34:23,0,0,1.063,68025397,1.0874,24111166,1.0942,55633793,1.1364,74108607,1.0723,7410862,1.091,8618803,1.1375,247865008,1.1237,2334889,1.0808,32731765
13849912,2021-12-21 17:37:38,0,0,1.0642,71050789,1.0874,23710084,1.0942,57522009,1.1364,75618893,1.0723,7344468,1.091,7813075,1.1378,248956419,1.1238,2303008,1.0808,32004354
13856373,2021-12-22 17:38:52,0,0,1.0643,71175711,1.0874,23708761,1.0948,57650234,1.1369,75785572,1.0723,7344512,1.0911,7805496,1.1382,249126129,1.1238,2303042,1.0809,31551574
13862834,2021-12-23 17:44:28,0,0,1.0644,72275529,1.0874,23708777,1.0956,62204092,1.1382,76014339,1.0723,7344560,1.0911,7626083,1.1387,242327439,1.1238,2303099,1.0827,31554021
13869295,2021-12-24 17:37:46,0,0,1.0648,72533822,1.0874,23256272,1.0956,62201512,1.1382,69911599,1.0723,7344605,1.0911,7457001,1.1391,242552285,1.1238,2303142,1.0827,31554194
13875756,2021-12-25 17:35:06,0,0,1.0656,73037163,1.0874,23256282,1.0961,65721300,1.1382,71969116,1.0723,7344647,1.0911,7457079,1.1395,242675069,1.1238,2323517,1.0827,33194412
13882217,2021-12-26 17:43:07,0,0,1.0661,73315591,1.0874,23253710,1.0968,74653852,1.1397,72071909,1.0723,7344667,1.0911,7457112,1.14,242967608,1.1238,2244529,1.0827,33169481
13888678,2021-12-27 17:47:57,0,0,1.0661,74097057,1.0874,23270818,1.0968,74654255,1.1397,72072873,1.0723,7344698,1.0911,7457189,1.1404,242875516,1.1239,2244536,1.0827,33169674
13895139,2021-12-28 17:39:52,0,0,1.067,74519267,1.0874,23274849,1.0969,74693328,1.1397,71732424,1.0723,7344718,1.0956,7487237,1.1408,242743423,1.1239,2244562,1.0827,33117124
13901600,2021-12-29 17:30:32,0,0,1.0673,67016748,1.0906,23372801,1.0979,74743015,1.1415,71878384,1.0723,7344746,1.0956,7430307,1.1412,242926816,1.1239,2244647,1.0838,33143259
13908061,2021-12-30 17:36:32,0,0,1.0673,67121016,1.0906,23368806,1.0979,74780140,1.1415,72822633,1.0724,7344784,1.0956,7430339,1.1416,243255448,1.1239,2244717,1.0838,33143434
13914522,2021-12-31 17:45:57,0,0,1.0685,67852185,1.0906,23238552,1.0989,75660640,1.1415,70513588,1.0724,7344866,1.0956,7466067,1.142,246271966,1.124,2244845,1.0839,31469924
13920983,2022-01-01 17:52:11,0,0,1.0686,68408953,1.0906,23149700,1.0989,84851603,1.143,70622176,1.0724,7344900,1.0956,7465716,1.1425,251142827,1.124,2244870,1.0839,31308589
13927444,2022-01-02 17:35:56,0,0,1.0686,68380816,1.0923,22998657,1.0995,100443820,1.1436,70692761,1.0782,7404484,1.0956,7464601,1.1428,267545690,1.1296,2261130,1.0848,31353916
13933905,2022-01-03 17:46:10,0,0,1.0697,68590436,1.0923,22898420,1.0996,105613021,1.1436,70809378,1.0782,7385423,1.0956,7411669,1.1431,267685560,1.1296,2261143,1.0848,31418823
13940366,2022-01-04 17:42:41,0,0,1.0698,79199538,1.0923,22428702,1.1001,106032797,1.1436,70483784,1.0782,7385448,1.0956,7411696,1.1434,266957705,1.1297,2261221,1.0849,31374806
